案號,類別,日期,問題,答案,來源網址
002843,農藥施用技術,2023/06/01,復祿芬於韭菜園的使用方法中，栽培後均勻噴施於畦面中的栽培是指播種還是移植？,"有關復祿芬係屬土壤或幼苗施用之接觸型除草劑，其使用方法中的栽培為播種覆土後，藥劑均勻噴施於畦面，以防治萌發中小草。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=32a28b22bce097da4079426f73c76299
002842,藥毒物檢驗,2023/06/01,113年4月1日起禁用陶斯松農藥一案，係指施行後農產品需零檢出還是不得施用？,"1.農委會111年11月14日公告自113年4月1日起禁止輸入、販賣及使用陶斯松及含有陶斯松成分之混合劑(陶滅蝨、陶斯寧)。環保署也已於111年7月29日修正環境用藥禁止含有之成分及檢驗方法，明定甲基陶斯松及陶斯松為環境用藥製造、加工、輸入、輸出、販賣或使用禁止含有之成分；並因應實務需要訂定陶斯松之管制期程。
2.113年4月1日起如於農產品檢出陶斯松，農委會得依農藥管理法判定為使用禁用農藥，至市售或進口產品是否為零檢出，則依衛福部公告食品安全衛生管理法或農藥殘留容許量之標準判定。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=9bf745712c72be3c1d6d22aa51549aad
002841,病蟲害防治,2023/05/30,櫛瓜葉子邊緣黑掉是何原因？,"本案應是櫛瓜幼苗水分過多，造成葉片腐爛。土耕栽培之水分，需維持土面微乾、土下略濕潤為原則。定植初期苗株灌溉儘量勿利用漫灌或溝灌，可使用點灌，避免土壤水分過多，待苗株成活正常生長後，再恢復一般的灌溉方式。另，雨水為瓜類栽培之大忌，需視栽培地區天候特性調整栽培期或採用隔雨設施栽培。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=f0ccca8f6462ba889bb95d7955d1f7dc
002840,藥毒物檢驗,2023/05/30,糙米與白米化學分析比較糙米營養比較白米高，但是否農藥殘留相對較多？是否有公正單位提供相關研究報告比較，有機糙米與白米、一般糙米與白米及義美糙米與進口糙米等殘留差異？,"1.有關國內容許量都經過專家評估，米中農藥殘留量只要是低於米容許量，即符合食品安全衛生管理法。
2.藥毒所主要是監測國產稻米農藥殘留，未曾進行稻米碾製成糙米及白米之農藥殘留差異相關研究，此外，亦未針對特定品牌稻米或進口稻米進行比較。
3.依國外針對毆殺松及其代謝產物達馬松在稻米中因處理及儲存而進行的殘留消退研究顯示，農藥施用後，農藥殘留量由高至低，依次為稻穀、糙米、白米（請參考附件相關研究案例）。
4. 除上述案例外，需注意各種農藥在稻穀、糙米、白米中之殘留量差異除因農藥本身理化性不同外、在農藥殘留分佈上亦需考量農藥屬系統性或非系統性外，農藥施用方式及植體代謝及消退狀況等亦可能會影響各階段的含量。 
文件
 
1120519-02-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c2d1640f68b495bd1c6708030c3c484b
002839,農藥品質,2023/05/25,松樹國際有限公司生產之大滅松44%乳劑跟正豐植保有限公司生產之大滅松44%乳劑是否屬同一種類農藥',"有關松樹國際的大滅松44%乳劑是印度的進口成品農藥，台灣正豐植保的大滅松44%乳劑則是國內加工的成品農藥，兩個來源都屬於仿製藥，都是以相同農藥規格登記為有效成分44%大滅松的乳劑，除有效成分相同，同樣也都符合乳劑所須標準規格包括起泡性、乳化安定性、耐冷試驗及耐熱試驗之同一種類農藥，惟各家仿製藥配方可能仍有一些不同，可以從農藥標示上(如附件)得知，此外，成品農藥品質及特性也可能有些差異性，建議依實際需要或經驗進行產品選擇。 
文件
 
1120519-01-01-01ProFile.JPG
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=e0648ed392b74ec13c4795e291210906
002838,藥毒物檢驗,2023/05/21,關於農藥檢測公告方法中，檢量線在層析儀有自動進樣時，是否可以用單一濃度標準品，然後利用設備不同的進樣量來完成相同的檢量線製作？,"有關於農藥殘留檢驗之檢量線製作，必需依照衛生福利部食品藥物管理署「食品中殘留農藥檢驗方法－多重殘留分析方法(五)」最新公告內容進行，以符合法規要求。自行制定之農藥檢量線製作方法，如有影響檢驗結果時，應自行探討。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=014edd8c4f5f652a9ace0e41723b8e4e
002837,非農藥防治資材,2023/05/21,穀倉的蒜頭發生穀積害蟲粉螟蝶危害，貴所費洛蒙研究是否曾開發出相關的性誘餌產品？,"有關本所研發之粉斑螟蛾性費洛蒙誘餌僅供族群監測使用，尚未有業者技轉本產品及取得農藥許可證，無法使用於倉庫中防治害蟲，可來電04-23302101#829免費索取粉斑螟蛾性費洛蒙誘餌的少量試用樣品。如欲進行害蟲防治，建議可請教本會積穀害蟲專家(如農業試驗所姚副研究員)。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=da20167803999912a5a9fac089117df6
002836,作物健康管理與諮詢,2023/05/21,附圖病害需要注意什麼嗎？,"依照片判斷，葉片黃化處僅發生在下位葉，可能為農作時造成的機械傷害，可稍微修剪植株後再使用有登記的炭疽病藥劑做病害的預防。有關登記用藥的部分，請參考植物保護資訊系統，並依作物搜尋藥劑：
https://otserv2.acri.gov.tw/PPM/
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=9f493aab64afb6c5677ffe2ed42b8449
002835,生物農藥,2023/05/19,哪裡可以買到薊馬警戒費洛蒙？,"本所研發之薊馬警戒費洛蒙已技轉給，但該公司目前未取得農藥許可證，須等待其上市後再行購買。若有少量試用需要，可電話洽詢本所04-23302101分機828陳助理研究員。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=0ba600568c7b112e220a2e9719c5c90d
002834,農藥管理,2023/05/19,目前IAA與NAA在國內是否為農委會管制藥品？直接跟化工行購買來做學校的實驗可以嗎？,"1.吲哚乙酸和萘乙酸都是屬於植物生長素(auxin)類別的化學物質。吲哚乙酸（3-Indoleacetic acid, IAA）為植物內生的荷爾蒙，也可購得化學成品，CAS編號為87-51-4。萘乙酸(1-Naphthaleneacetic acid, NAA)是合成的生長素，CAS編號為86-87-3。此二種化學試劑常用於植物細胞培養。
2.吲哚乙酸(IAA)和萘乙酸(NAA)在台灣並未被廠商申請登記為「植物生長調節劑」。若是萘乙酸鈉(NAA sodium)的22% 水溶性粉劑、5% 片劑或是98% 水溶性粉劑，在臺灣登記為「植物生長調節劑」，分別具有防止梨脫落、促進南瓜結果或增加鳳梨果重的功效，則屬於「農藥管理法」列管的農藥。
3.所以吲哚乙酸和萘乙酸若僅用於實驗室的酵母菌培養，而不是施用在作物，不是宣稱對作物具有類似「植物生長調節劑」的功效，則是可以合法使用的，並不會被「農藥管理法」列管。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=2a615b95a7f66864c9b33a53d80d7b27
002833,病蟲害防治,2023/05/17,這個瓜類是甚麼病害？,"依據照片，初步研判有可能為瓜類的土壤性病害，可將植株拔起確認是否有根部發黑或莖基部縊縮等現象。平時管理時須注意田區排水，避免土壤積水過久以利病害蔓延；若有用藥需求請參考植物保護資訊系統項下葫蘆科作物之萎凋病或青枯病或疫病等登記用藥：
https://otserv2.acri.gov.tw/PPM/PLC02.aspx
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=b51c4c62343a88057f8e24442e65eea6
002832,病蟲害防治,2023/05/16,柑橘葉子病狀如何防治？,"依照片研判，植株遭受害蟲「柑桔潛葉蛾」潛食為害，而非病害造成。植株如少量受害，建議摘除被害葉遠離田區丟棄；如需藥劑防治，請參考本所植物保護資訊系統(
https://otserv2.acri.gov.tw/ppm/
)，搜尋「柑桔類潛葉蛾」並選用藥劑進行防治。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=053cf16979d945ed735ad2a144e4a9d2
002831,藥毒物檢驗,2023/05/16,本公司專門生產各式盆花，今年被測得陶斯松殘留，且超標規範(0.01ppm)。我們場內沒有使用這個物質，但卻有好幾個產品被驗出，想請問陶斯松是不是有可能是其他農藥降解產生的？,"陶斯松為常見的農藥及環境用藥，陶斯松不會由其他藥劑代謝轉換。環境用藥查詢陶斯松許可證約有40筆，可參考下列網址(
https://mdc.epa.gov.tw/PublicInfo/Permit/List'page
)。請留意是否使用含陶斯松之環境用藥。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=010d7ec153c26dc08c009bb0d10820eb
002830,農藥施用技術,2023/05/16,常有農藥稀釋倍數寫稀釋至XXX公升，但只是噴小面積，很難換算。 例如:乙基克繁草 40%WG建議稀釋至600公升，每公頃建議用量60g，坊間買到是30g裝，如果是使用20L背負 式噴霧機，農地面積是2...,"有關乙基克繁草 40% WG 建議使用方法為 每公頃 60 g，並加水至 600 公升。農地面積為 2分，即 0.2 公頃。0.2 公頃 (2分地) 則用 12 g 乙基克繁草，並加水至 120 公升。因為使用器具為20 L背負式藥桶，0.2 公頃 (2分地) 需要噴 6 桶的藥量。而每一桶藥的配法為 2 g 乙基克繁草，並加水至20 L。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=212213fb0a047db70d24586fe5cbec19
002829,病蟲害防治,2023/05/10,轉作栗子發現葉子常被吃到剩下葉脈骨，需使用何種藥劑？,"一、轉作的栗子應為殼斗科板栗，葉子被吃到剩下葉脈骨的特徵，可能遭受鞘翅目金龜子類或鱗翅目幼蟲為害，如栽培目的為「食用」者，目前無登記防治用藥，建議可採用免登資材如矽藻土等進行防治。
二、如栽培之栗子為觀賞用，則可參考本所植物保護資訊系統(
https://otserv2.acri.gov.tw/ppm/
)，以「觀賞花木」查詢，選擇防治蛾類或象鼻蟲類的藥劑先小面積使用，經確認無藥害現象才可以使用進行防治，切忌藥劑不可用於防治食用之栗子植栽。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=562f50aeeeb3524162067dd250913817
002828,人畜毒性安全,2023/05/03,『嘉賜克枯爛』是否致腫瘤之疑問：附件一嘉賜克枯爛 （嘸免驚）外包裝，產品說明未提示致腫瘤。附件二產品介紹網站，儲藏使用應注意事項有提示『本劑有致試驗動物腫瘤之處』。,"所提供之資料一為為業者依據108年8月5號修正發布之農藥標示管理辦法第三條規定，透過中央主管機關公告指定之系統工具所產出的標示內容，而另一產品應為業者未更新之舊農藥標示內容，經查美國環保署2022年所公布之化學物質致腫瘤潛力清單中嘉賜黴素致腫瘤分類為對人類無具致腫瘤證據(Not Likely to Be Carcinogenic to Humans)，雖然未列有克枯爛致腫瘤分類，惟日本農藥學會誌(1988)資料顯示克枯爛無致癌性之影響，因此該成品農藥之致腫瘤風險低，另基於對人體的健康風險，建議台端使用前仍應依循標示上之注意事項及危害防範圖示，穿著合適之防護裝置，以降低暴露危害風險。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=d90999882ed9bc19903d7936b9cdbacf
002827,病蟲害防治,2023/04/19,番荔枝理完光頭剛發芽的葉子會皺皺的，葉片還會有類似害蟲吸食的小黑點，是葉蟬吸食的嗎？有些芽會長不太出來，嫩芽會像船型捲曲。,"1.依據第1張圖片推測可能是葉蟬類取食引起的特徵，因為有些黃斑狀。請再檢視葉背上有否綠色小昆蟲快速移動，或有一些白色脫下來的昆蟲蛻皮。若沒有放大鏡可觀察，可就近問農會是否有儲備植醫駐診。
2.第2張及第3張推測較偏向薊馬取食所致，但也有可能葉蟎類，然而葉蟎較偏好在中至中老齡葉片上棲息，故推測薊馬的危害機會較高。
3.番荔枝上主要應為小黃薊馬，偏好棲息在新梢上取食危害，影響新葉的生長，故有皺縮的受害特徵。
4.從以上三點推測應該是薊馬造成的危害痕的機率較高。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=cbdf1cc1aea0cbfed81db71bf911de8b
002826,病蟲害防治,2023/04/19,榴槤目前發生黃葉生長停滯？,"1.從照片上觀察到下位葉為正常，拍攝的上位葉顏色較黃且部分葉緣焦枯，初步研判可能與缺少微量元素有關，如缺鐵或缺鈣等。
2.田區之微氣候與地理環境等亦有可能造成此類情形發生。
3.因目前只有看到一部分植株照片，無法從田區或種植情形等詳細了解實際狀況，若想再仔細詢問歡迎撥打本所病蟲害診斷服務站電話 (04)23302101#357。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=768dd7a13d41d2843cdd472753fa7fca
002825,教育推廣,2023/04/13,可以單獨報名農藥代噴之無人機課程嗎？,"1. 依據108年9月12日修正施行之農藥代噴技術人員訓練辦法規定(如附件)，代噴依專業技術分為「地面施作」、「室內設施燻蒸(磷化氫)」、「室外土壤燻蒸」、「種子消毒」及「空中施作(無人飛行載具)」共5類【計5張專業證照(各自訓練、各自取證)】，且訓練課程調整為2階段訓練，各專業技術科目需經共同科目訓練及格始得報名。
2. 如欲取得「空中施作(無人飛行載具)」之專業技術類別證書，請先確認您【已符合報名資格】，再報名參加專業技術訓練，提供今(112)年度之簡章參閱。(如附件) 
文件
 
1120408-01-01-01ProFile.PDF
 
1120408-01-01-02ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=1776111debde8ab39f365ad946528b2f
002824,農藥施用技術,2023/04/13,1. 待克利乳劑(EC)24.9%用於柑桔類黑星病，查得稀釋倍數為2000倍，但是每公頃每次用量規定為0.5L，依此稀釋倍數使用，在產銷履歷系統平台上會出現超限(>0.5L)，該如何施用？,"1.國內一般在配製農藥時習慣以稀釋倍數為基礎，再依據用水量計算施藥量。以待克利24.9% EC防治柑桔黑星病為例，登記使用方法為每公頃每次用量為0.5公升，若每公頃用水量為1000公升時，所需藥劑量為0.5公升/公頃，符合登記上限值0.5公升/公頃；若樹冠較寬時，用水量為2000公升/公頃，其藥劑量則為1公升/公頃，已超過0.5公升/公頃/次的上限值；若用水量需達4000公升/公頃時，藥量高達2公升/公頃。產銷履歷系統上若輸入稀釋倍數及用水量，則會自動計算出用藥量，一旦用藥量超過上限值，則會出現超限的情形，呈現不符合使用方法的狀況。為符合平台的登錄，僅能以用水量去調整記錄，也建議每次每公頃施藥量不要超過0.5公升，否則，會有農藥殘留超量的風險。以待克利為例，農藥施用時，是用足的水量將0.5公升/公頃的藥量均勻撒佈作物上，所以稀釋倍數應是個變動的值，但單位面積施藥量則於登記時給定的。2.賜滅芬240 g/L (24% w/v)防治柑桔葉蟎的使用方法為每次每公頃施藥量為0.5-1.2公升，稀釋倍數為2000倍。如上配製方式，若每公頃用水量為1000公升時，所需藥劑量為0.5公升/公頃，符合登記下限值0.5公升/公頃；若樹冠較寬時，用水量為2000公升/公頃，其藥劑量則為1公升/公頃，還在0.5-1.2公升/公頃範圍內，不會有農藥殘留超量的風險；但若水量為3000公升/公頃，施藥量為1.5公升/公頃，則超過1.2公升/公頃的上限值了，有農藥殘留超量的風險。您的用水量可能達到3000-4000公升/公頃，若用稀釋倍數直接換算，一定會超過登記的使用範圍(0.5-1.2公升/公頃)。可能販售業者為避免超量的風險，才會建議您以4000倍去計算，當水量為2000、3000、4000公升/公頃時，藥量為0.5、0.75、1公升/公頃，都在安全範圍內。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=cd05dea7943a473d7d8658241f1d0440
002823,病蟲害防治,2023/04/13,蓮霧金花蟲用什麼要才能有效防治？,"有關蓮霧在國內曾發生的害蟲，主要有小綠葉蟬、薊馬、東方果實蠅、米爾頓釉小蜂、介殼蟲、葉蟎、台灣青銅金龜、捲葉蛾以及毒蛾等，未見金花蟲的發生紀錄。為能達到防治目的，建議一、先確認害物：請就近至農會(儲備植物醫生)，或將蟲子寄至診斷服務站，經過鏡檢確認害物種類。二、防治：(一)儲備植物醫生或診斷服務站專家在確認害物後，會依此提出防治建議。(二)若為金花蟲，因是偶發害蟲，依據防檢局網站(
https://pesticide.baphiq.gov.tw/
)公告，目前尚無公告用藥，建議可先修剪除去受害枝條葉片，再利用燈光誘集，應可減少為害。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=d51f3e6a38913d3a7f1381d13760d394
002822,農藥管理,2023/04/10,根據農藥管理法規範，生物農藥工廠是否可以辦理化學農藥製造證？是須具備相關設備亦或是可以委託其他工廠加工生產？如果沒有生產設備，而申請辦理農藥製造證然後再委託某化學農藥工廠加工，是否可行？,"1.生產原體稱為製造，而生產成品稱為加工，用語先釐清。
2.生物農藥工廠若要生產化學農藥'必須先向農藥主管機關 (行政院農業委員會動植物防疫檢疫局) 申請現場勘驗，主管機關會實地查核相關設備及生產管理措施。
3.為避免超過農藥管理法第七條第二款所定摻雜其他有效成分含量之限量基準，不建議生物農藥及化學農藥共用生產設備。
4.有關委託其他工廠加工生產成品，依據成品農藥委託加工管理辦法第二條，農藥生產業者於該成品農藥加工許可證有效期間內，得委託具有加工同一劑型成品農藥能力之農藥生產業者加工農藥。由法規可見，委託加工的前提是委託方本身就須先有許可證，而申請農藥製造許可證需齊備生產設備等相關文件。有關農藥工廠管理細節，建議洽詢主管機關動植物防疫檢疫局為宜。 
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=a68240faeb7b055bd5450f173ca0f15f
002821,農藥施用技術,2023/04/06,漂白水對植物與環境真的無毒嗎？使用漂白水來澆灌植物會有哪些問題？,"1. 漂白水稀釋後，可做表面殺菌清潔動作。因此，以稀釋後的漂白水擦拭或噴佈在植物表面時，可清除植物表面大部分的真菌與細菌，對於已經侵入到植物體內的真菌與細菌，無殺菌作用。土壤灌注的情形也類似。
2.漂白水並非植物保護資材，您的植物有任何病蟲草害需要管理時，可以就近諮詢作物病蟲害診斷服務站的專家，各地診斷服務站的聯絡方式如下：
https://www.baphiq.gov.tw/ws.php'id=119333
.有關免登植物保護資材的資訊，可以到「農藥資訊服務網」查詢，網址如下：
https://pesticide.baphiq.gov.tw/information/Query/Protect
。
3.免登植物保護資材的資訊有次氯酸鹽類共有登錄7各品項產品（附件第17頁），可用於防除病菌用。您可比對是否為其中的產品品項，如是則依照正確使用方法，適當個人防護措施，避免造成眼睛、皮膚、呼吸道及腸胃道的不適（國家環境毒物研究中心資料）。對水生生物毒性是具有危害性，故勿任意傾倒於水域中。如還有問題可來電（04-23302101＃606，謝小姐）。 
文件
 
1120328-02-02-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=28a0d2f2b7a334387c3055cdff7312d3
002820,藥毒物檢驗,2023/04/06,農產公司針對農產品實施的農藥檢驗項目中，佈飛松Profenophos之R值誤差容許範圍是否應在30%以內，如果誤差超過此範圍，檢出結果該如何判定合格與否？,"有關R值30%，應是指ion ratio 30%，這是國際間通用的規範 (可參考SANTE/11313/2021)。一般而言，在農藥殘留的公告檢驗方法以及批發市場的質譜快檢方法，如果ion ratio 大於30%，可判定為定性未通過，亦即未檢出。然而，農作物種類眾多，且質譜快檢與公告方法作業流程不同，如檢驗人員分析時，有參考物質(農藥標準品)可作比對，標準品的定量與定性離子對訊號、峰型與樣品中一致，仍可依實際情形，進行檢出或未檢出的判定。倘台端對批發市場檢驗結果如有疑慮，依農產公司作業規範，可申請自費複驗，複驗會送至本所或TAF認證之農藥殘留檢驗實驗室以公告檢驗方法進行，倘複驗合格，農產公司亦有補償措施。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=85a71676084999b0afef7ba306cb4e44
002819,病蟲害防治,2023/03/23,最近聽到番茄有一個新病毒危害甚大，病毒全名番茄斑駁嵌紋病毒(ToMMV)，甚至會影響葫蘆科，想了解如何有效預防跟防治，假如不慎染病，那麼離土栽培空園多久才能讓病毒消除呢？,"1.目前有關番茄斑駁嵌紋病毒（ToMMV)在國內尚未有報導，目前分布地區有美國、墨西哥、南美、北美、中國、以色列、西班牙、巴西。
2.ToMMV目前寄主植物只有番茄及甜椒二類，除了透過人為操作(修枝剪葉之碰撞或剪刀等)而傳播ToMMV外，種子也是一個散播因子之一，據文獻表示，熊蜂也有可能是這病毒的傳播者。3.植物病毒病害沒有直接防治的藥劑，為了防範ToMMV的入侵，若有疑似病毒病害病徵可就近找轄區試驗改良場所研究人員協助確認。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=a0943625e9c904f23e88570f6d2a3f21
002818,農藥施用技術,2023/03/16,番荔枝釋迦花期跟小果噴賜派滅水懸劑（1500倍）會有藥害問題嗎？,"有關向政府單位申請登記之農藥，其推薦的農藥使用方法為經田間試驗確定其藥效及無藥害疑慮後再行公告，賜派滅 100 g/L 水懸劑防治番荔枝粉介殼蟲類亦經過田間藥效藥害試驗，故請依推薦藥劑量(每公頃每次施藥0.5-0.7公升，稀釋1500倍，害蟲發生時全株均勻施藥1次)，勿任意提高施藥劑量。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=6e3be9b2bd6bb4131c7cbb217dbbd260
002817,農藥施用技術,2023/03/13,賜派滅花期噴推薦倍數（1500）倍會傷花苞嗎？,"一般會造成藥害之農藥主要與其劑型及施用濃度有關，另外也與植物本身有關。目前賜派滅的劑型有2種，分別為水懸劑(SC)及水分散性油懸劑(OD)，尚未有接獲藥害問題，因未說明施用作物對象，無法進一步查詢相關資料。請您施用前，可先少量測試小區作物，並請留意使用的劑型及配製的濃度是否有藥害的情形。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=33f0a6ec09f32a26764ce23374063389
002816,病蟲害防治,2023/03/13,蓮霧細蛾、捲葉蛾、芒果夜蛾鑽心蟲這類的害蟲比較推薦使用甚麼農藥？,"1.目前蓮霧捲葉蛾防治藥劑僅登記2.9%貝他-賽扶寧乳劑。細蛾目前沒有登記的藥劑可供選用。因這二種害蟲都有鑽蛀或捲葉的特性，貝他-賽扶寧屬接觸型，若要施用藥劑最佳時間為尚未造成捲葉前施用，可達較明顯的效果。若有看到細蛾危害痕，建議可先以修枝方式降低發生量，另外，可於園區外圍設置燈光誘集。
2.檬果夜蛾鑽心蟲，是否是指螟蛾類或細蛾類，其造成鑽心的可能性較大，尤其是螟蛾類，常見夜蛾類較少有鑽心的危害特徵。目前夜蛾類登記藥劑有賜諾特，毒蛾類有賜諾特及賽洛寧，該2支藥劑屬觸殺型藥劑；登記防治細蛾類藥劑僅益洛寧1支，為益滅松及賽洛寧的混合藥劑，也為觸殺型藥劑；防治螟蛾類藥劑有撲滅松、加保利、芬殺松、撲芬松(芬化利與撲滅松混合藥劑)，除加保利具局部系統性外，其餘藥劑也為觸殺型。造成鑽心的害蟲在防治時要特別留意施藥時期。後續對開花影響較小下，建議仍以物理或耕作防治為主。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=0cda8eeb41e68a36213bf41a26afc19e
002815,生物農藥,2023/03/08,枯草桿菌Y1336可以防治作物的白粉病及露菌病，是否也能用在葡萄上來防治葡萄的白粉病及露菌病？,"有關枯草桿菌Y1336為市售且已取得農藥許可證的生物農藥，經查目前已登記在豌豆白粉病與胡瓜露菌病等防治，但尚未登記在葡萄。建議可查詢植物保護資訊系統 (
https://otserv2.acri.gov.tw/ppm/
)，輸入關鍵字Y1336確認目前已有登記的作物與防治病害。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=08bca6be11cfbb3b2b7e7ce09f125375
002814,病蟲害防治,2023/03/08,屏東枋寮蓮霧防治小黃薊馬較有效果的農藥為何？,"1.目前登記藥劑中建議3A類藥劑不要使用，薊馬對3A類藥劑感受性很低。
2.依據3年前試驗資料顯示，薊馬類對覆滅蟎、克凡派、賜派滅、賜諾特的感受性較高，其次為丁基加保扶、益達胺，再其次為可尼丁、亞滅培、達特南。賜諾特及賜派滅因農民使用頻度高，藥效可能有降低的情形，並請注意輪替用藥，若薊馬密度不高時，建議先使用次要效果之藥劑種類，較高時再使用藥效較佳的藥劑種類，期能延長有效藥劑的使用壽命。
3.提供目前蓮霧防治薊馬類登記藥劑種類清單，請參考。 
文件
 
1120306-01-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3b868030a30cc0a622162f348e386a26
002813,食品安全,2023/02/23,甜椒、菜豆、敏豆、四季豆都是長期以來民眾大概都知道這些蔬果的農藥殘留量相對較高，目前這類的蔬果依然被歸類為農藥殘留量相對較高的蔬果嗎？如果殘留量依然偏高，我們在清洗這類蔬果時應該怎麼洗比較安全？,"1.有關甜椒及菜豆為連續採收之果菜類與豆菜類，依衛福部110年度市售蔬果農產品農藥殘留監測結果，前述兩類之合格率較低於整體蔬果檢驗結果，但殘留檢驗的樣品皆帶莢或帶殼且未經清洗，消費者食用前經過水洗、去除蒂頭及老絲等再煮熟，殘留量會大幅降低。蔬果清洗時可以軟毛刷加強蒂頭、凹陷細縫處之清洗，清水浸洗時可輔以少量之流動自來水。
2.農藥殘留違規的樣態除殘留超量外，主要還是檢驗到違規使用的農藥，因此農委會輔導有3章一Q等溯源產品，包含有機、產銷履歷、CAS及溯源農糧產品，讓消費者可安心優先選購。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c969bc03b4aa2a6e2d3e0ee63193c97f
002812,病蟲害防治,2023/02/21,這棵藍柱仙人掌是得炭疽病嗎？滅菌方法建議農藥還是有其他比較無毒方法？,"依據所附之照片應是炭疽病引起之病斑。先將罹病部位剪除銷毀，放置日照充足及通風良好之環境可強化植株生長。藥劑可參考植物保護資訊系統-觀賞花卉炭疽病。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=ede8b4f9d5707a798e99e9798b109bbb
002811,病蟲害防治,2023/02/21,為什麼栗子南瓜切開就有這些斑點？,"依據所附之照片症狀初步判定應與營養障礙有關。植株生長期勿過量施用氮肥，才不導致其他營養元素不足。營養元素不平衡時，則會改變植物的組成與結構，生長期適當補充鈣、硼等微量元素有助於強化植株生長及抗病性。合理化施肥，才能減低病蟲害。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=ed746ee0f53d0f633a2f2fb353a9e19f
002810,農藥管理,2023/02/20,112年度農藥代噴課程為何？,"1. 代噴人員訓練依據「農藥代噴技術人員訓練辦法」辦理，另依據各班別實際需求人數分年度規劃辦理。
2. 112年本所及其他合辦單位辦理梯次(行事曆詳如附件供您參考)包括: <所內>【共同訓練】：1梯次【專業訓練】：磷化氫 、種子消毒及空中施作(無人機)，各1梯次。<所外>【合辦單位】共8所大學：台灣大學、文化大學、中興大學、明道大學、嘉義大學、實踐大學、宜蘭大學及東華大學。每所大學各辦理：【共同訓練】：各1梯次/合辦單位，總計8梯次。【專業訓練】：空中施作(無人機)，各2梯次/合辦單位，總計16梯次。
3. 每年相關訓練約於前1年10-12月間依據需求規劃各類班別並經農委會核准後辦理。
4. 【專業訓練】地面施作班自102年起每年皆有辦理1梯次訓練，已累積近1500人參訓，本年度主要辦理前述其他需求較大之專業訓練，地面施作班將再依據需求量規劃於113年辦理。
5. 另請注意「農藥代噴技術人員訓練」為【2階段訓練】：需先完成「共同科目訓練」，及格通過後始能參加「專業科目訓練」。詳細訓練資訊可參考【本所官網-教育訓練】：
https://reurl.cc/ykgLoE
； 或來電04-23302101分機145 高先生詢問。
 
文件
 
1120216-02-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5b6d21300c838aa4930a72063f397b96
